BVC;CANACOL;ISA;GRUBOLIVAR;PFDAVVNDA;ECOPETROL;PFBCOLOM;BCOLOMBIA;COLCAP
12250;47700;13740;53840;32380;1465;32360;31260;1479
12250;47350;13580;53840;32340;1460;32120;31000;1469
25;46950;13420;53840;32400;1445;32020;30880;1465
12250;47150;13400;53840;32200;1450;31980;30860;1460
12250;47200;13420;53840;32240;1465;31880;30480;1460
12500;47350;13620;53840;32360;1490;31980;30760;1470
12550;47500;13520;53840;32400;1565;32120;30720;1471
12500;49000;13400;55200;31000;1610;29900;28860;1445
12250;48950;13300;54000;30580;1665;28900;28060;1437
12200;47850;13320;54000;29980;1665;29000;28200;1425
12350;49150;13420;54000;29920;1735;29060;28200;1440
12500;48550;13360;54000;29440;1700;28480;27540;1426
12550;48700;13340;54000;29900;1700;28180;27260;1419
12550;49950;13460;54000;29520;1820;28620;27760;1435
12750;50000;13380;54000;29880;1755;29000;28100;1435
12750;51200;13360;54500;30480;1820;29280;28580;1440
12850;50000;13300;54500;31460;1810;29040;28520;1434
12850;49900;13280;54500;31260;1765;28500;27960;1425
12850;50500;13200;54500;31160;1750;28620;27880;1431
12750;50200;13260;54500;31260;1750;28820;28280;1437
12700;50300;13260;57000;30960;1750;29120;28880;1444
12700;49300;13480;57000;30680;1740;29300;28820;1446
12550;49050;13420;57000;30260;1740;29540;29000;1448
12450;49500;13460;57000;30100;1775;29540;29000;1451
12350;49500;13540;54000;30160;1775;29440;28780;1451
12900;48650;13500;54000;30220;1760;29520;28900;1450
12750;48500;13580;53980;29860;1780;29120;28780;1446
12650;47900;13780;53980;29700;1735;29380;28820;1447
25;47750;13780;53980;29600;1770;29360;29040;1450
12250;48500;13800;53980;29000;1750;29200;29000;1445
12650;49050;13840;54000;29800;1775;28980;28700;1450
12550;49750;13960;54000;29400;1780;28780;28500;1446
25;50000;13860;54000;29620;1790;28900;28760;1447
12600;49500;13720;54000;29720;1775;29420;29000;1446
12700;48400;13680;54000;29800;1780;29380;29140;1449
12850;49000;13700;54000;29800;1885;30080;29700;1470
12900;48700;13900;54000;29800;1910;29840;29700;1470
13250;48850;13920;54000;29660;1935;29720;29600;1473
13250;49500;14280;54000;29420;1950;29220;29280;1475
13150;49100;14120;54000;29000;1935;29180;28800;1465
13250;49150;14060;54000;29000;1940;29620;29640;1475
12750;49500;14100;54000;29080;1950;29640;29400;1476
13000;50100;14020;54000;29200;2000;29500;29400;1481
13200;51900;14060;54000;29560;2015;29660;29520;1488
13250;51800;14280;54000;29640;2025;29600;29600;1494
12900;51200;14220;54000;29680;2075;29500;29600;1494
13000;52300;14320;54000;29800;2110;29700;29860;1505
12900;52300;14200;54000;29940;2210;29920;29980;1514
12900;54000;14140;54000;30400;2260;29980;29940;1517
12900;53500;14240;54000;30400;2350;29900;29980;1516
13250;54000;14140;54000;30240;2460;30780;30280;1532
13000;54000;14200;54000;30300;2500;31100;30800;1546
13150;52400;14280;52000;30000;2555;30800;30700;1547
13200;53500;14280;52000;29440;2535;30520;30400;1538
13200;51900;14320;52500;29460;2425;30040;30000;1523
13250;52900;14400;52500;29680;2375;30200;30100;1521
13200;53900;14260;52500;29600;2335;30000;30280;1514
13200;52600;14400;52500;29720;2420;31160;31260;1539
13350;52600;14580;52500;30480;2465;31260;31160;1544
13500;51100;14620;52500;30740;2475;31340;31360;1548
13450;51500;14580;52520;30720;2465;31180;31000;1551
13550;51700;14540;53000;31100;2590;30760;30620;1558
27;51800;14520;53000;31320;2705;30900;30980;1570
13450;51000;14420;53000;31820;2800;31700;31300;1590
13350;50600;14480;53000;31980;2745;32240;31840;1589
13350;50200;14400;53000;32300;2760;32680;32380;1593
13400;50000;14500;53000;32400;2775;32540;32360;1598
13500;50700;14400;53000;32140;2700;32580;32400;1583
13400;48900;14300;53000;31880;2660;32460;32520;1558
27;49250;14480;53000;31820;2770;32660;32380;1581
13250;49050;14700;52740;31680;2665;32080;32100;1568
13250;49500;14300;52980;31000;2485;31120;31040;1523
27;48600;14220;52980;31400;2500;31280;31100;1527
13250;48700;14360;52500;31840;2430;31560;31700;1527
13400;49000;14180;52500;31500;2335;31200;31220;1505
27;49500;14000;52500;31120;2445;31260;31100;1501
13250;49750;13900;52500;31900;2420;31520;31680;1509
27;49950;13720;52500;31400;2385;31580;31620;1505
13200;49900;13780;52500;31480;2500;32060;32140;1519
26;49500;13760;52500;31400;2490;31820;31900;1514
13100;48650;13720;52500;31460;2485;32060;32060;1521
13100;48650;13540;52500;31200;2480;31840;31840;1516
13100;49000;13300;52500;30620;2485;32240;32100;1517
13100;48750;13600;53000;30200;2475;32380;32460;1525
12900;48900;13740;53000;30240;2565;32660;32400;1532
26;49250;13800;53000;30160;2625;32360;32400;1533
12500;48500;13800;53000;29940;2655;31780;31760;1525
12550;47950;13960;53000;29820;2630;31400;31500;1517
25;47400;13700;53000;29700;2510;30180;30160;1478
12400;47500;13800;52000;30000;2480;30000;30660;1466
12250;47000;13200;52000;30000;2480;30240;30540;1456
12050;47950;13400;52500;29760;2510;30620;31000;1470
24;48950;13540;52500;29820;2505;31040;31120;1476
11900;48500;13400;52500;29880;2450;31300;31920;1474
11800;48700;13320;52500;30200;2475;31300;32100;1474
11600;48800;13200;52500;30200;2505;31580;32600;1482
11550;48850;13200;52500;29780;2480;31300;32600;1479
11450;48600;13020;52500;29880;2505;30820;32000;1468
11450;48200;12980;52500;30200;2505;30600;31540;1464
11400;47850;12820;53000;30240;2535;30560;31660;1467
11200;48250;12840;53000;30220;2590;31200;32200;1476
11150;48450;12940;53000;30100;2670;30900;31660;1477
11150;50500;13000;53000;29980;2750;30540;31680;1486
11400;49050;13260;52500;29980;2620;30180;31400;1468
11300;49250;13160;52500;29940;2700;29380;30400;1459
11450;49000;13080;52500;29940;2775;30400;30500;1469
23;47250;13080;52500;30160;2645;29780;29700;1450
11350;46200;13320;52500;30120;2615;29280;30220;1456
11450;44050;13420;52500;30280;2690;30160;30780;1471
11450;44850;13660;53000;30900;2730;31300;31800;1493
23;44700;13560;52500;31180;2740;31900;32240;1498
11550;46000;13880;52500;31360;2740;32600;32960;1515
11500;45750;13980;53000;31400;2730;32900;33080;1521
11950;46500;14320;52500;31560;2745;33100;33460;1532
11450;46950;14420;52500;32180;2790;34120;34100;1548
11300;47750;14120;52500;33000;2980;34300;33800;1560
11350;47050;14120;52500;33300;2955;34000;34100;1556
11400;47850;13860;52500;33000;2835;33520;33720;1538
11450;48200;13980;52500;32220;2760;33400;33560;1530
11300;48450;14380;52500;33000;2870;34080;34500;1552
11350;47850;14700;52500;33200;2935;33940;34700;1562
11250;46750;14840;52500;33280;3030;34300;34900;1572
11300;46250;14880;52500;32800;3030;33760;34200;1561
11250;46700;15100;52500;33000;3085;34400;34280;1577
11260;47450;14500;52500;32700;3060;33400;33880;1563
11260;47450;14900;53000;32980;3045;33060;33160;1558
11200;47450;14640;53000;32700;3010;33160;33500;1553
11260;46750;14400;53000;33280;3070;33700;34000;1566
11160;45850;14480;53000;33760;3100;33300;33200;1566
11160;47250;14320;53000;33820;3105;33460;33700;1566
11160;47450;13980;52800;33800;3095;34000;33520;1553
11200;47000;13800;53000;33500;3095;33520;33560;1547
11240;47250;13900;53000;33200;3030;33860;33660;1544
11000;47100;13760;53000;33200;3085;34320;34120;1546
11060;47200;13820;53000;33300;3160;34220;34160;1558
10900;46600;14080;53000;33020;3100;33820;34300;1553
10840;46550;13960;52820;32500;3135;33620;33860;1550
10740;46600;14460;53000;32700;3290;34360;34000;1571
10900;46500;14080;53000;32460;3205;33500;33440;1547
11040;47300;13800;53000;32360;3170;33000;32720;1526
11000;47100;13860;53000;32220;3150;32800;32500;1521
11100;46950;13900;53000;32160;3125;32620;32440;1517
11240;47200;14040;53000;33000;3110;32920;32500;1525
11160;46650;14260;53000;33100;3025;32660;32600;1523
11280;47100;14140;53000;33500;3075;32420;32320;1528
11300;47200;14100;52820;33760;2955;33200;33480;1526
11300;47200;13980;53000;34140;2900;33680;33600;1524
11300;47500;14060;52820;34560;3030;33680;33620;1539
11280;47500;14000;52820;34800;3120;33400;33080;1546
11240;46900;14160;52820;34460;3090;33500;33120;1547
11240;46950;14400;52820;34740;3110;33900;33720;1564
11300;45750;14380;52820;34800;3080;33900;33700;1560
11280;44500;14400;52820;35200;3015;33620;33780;1555
11300;45800;14560;52820;35360;3060;33100;33080;1550
11300;45600;14640;52820;35700;3045;33120;33140;1548
11300;47150;14760;52400;35700;3005;33780;33600;1551
11360;46600;14600;52400;35280;3010;34180;33540;1553
11340;47000;14420;52900;35580;3005;33760;33800;1551
11760;47000;14000;52500;35200;2960;33980;33020;1541
11700;47500;14120;52500;35400;2985;34660;34100;1556
11720;47200;13720;52880;35560;2905;34300;34000;1538
11760;47500;13640;52500;35440;2875;34200;33620;1532
11800;47400;13700;52500;35300;2845;34500;34060;1534
11900;45700;13660;52300;35380;2880;34100;33500;1523
11920;46200;13900;52280;35580;2820;34000;33520;1523
11920;46800;14260;52280;36000;2885;34480;33800;1544
11920;46000;14220;52280;35840;2970;34480;33800;1550
11960;47650;14400;52100;35700;2985;35200;34560;1556
11960;48000;14500;52000;37000;3025;35720;35320;1577
11960;48500;14020;51900;37080;2930;35980;35420;1561
11900;48500;14500;51000;37160;2930;36200;35540;1571
11760;46950;14500;52400;37800;2895;35920;35800;1567
11840;47000;14140;52400;36840;2935;36020;35480;1558
11760;47000;14160;52000;36520;3000;35520;35000;1555
11720;46950;14220;52000;36720;3020;35680;35000;1561
11660;47000;14060;51500;36720;2955;35580;35000;1554
11760;46100;13940;51900;36720;2945;35400;34600;1546
11800;46000;14020;51900;36720;2965;35100;34700;1547
11800;45850;14160;52000;36980;2940;35260;35000;1551
11660;45500;14180;52000;36980;2960;34880;34720;1550
11600;45700;14240;51980;36860;2965;34800;34680;1552
11740;46750;14280;51500;36840;2950;34540;34440;1547
11740;47000;14320;51500;36820;2970;34680;34560;1549
11720;46650;14240;51500;36800;2965;34580;34540;1545
11700;46900;13800;51500;36600;3000;33700;33600;1527
11700;46800;14280;51500;36600;3005;34020;34000;1537
11700;47500;14300;51020;36280;2985;34020;34440;1536
11880;47300;14400;51500;36500;3080;33940;34220;1548
11880;46450;14200;51500;35700;3070;33200;33460;1527
11800;47400;13980;51500;35400;3125;33960;34380;1540
11820;47500;13820;51440;34760;3130;33140;33320;1529
11800;47550;13720;51440;34400;3095;34020;34300;1532
11900;47550;13720;51380;34440;3140;33740;33580;1528
11900;47750;13980;51380;34500;3175;33800;34000;1542
11840;47700;13900;51100;34180;3030;33580;34000;1532
11900;47700;13840;51380;34600;3070;32920;33100;1525
11860;47900;13680;51480;34420;3060;33180;33180;1520
11900;47750;13740;51460;34420;3100;33120;33020;1524
12000;47750;13840;51380;34800;3000;33240;33260;1521
12000;48000;13640;51440;34560;3065;33660;33520;1525
12100;48500;13580;51460;34520;3095;33800;33560;1529
12120;48500;13660;51460;34420;3140;33440;33420;1533
12560;48250;13680;51460;34680;3220;33100;33280;1536
12600;47000;13800;51460;33900;3240;33000;33080;1535
12600;46500;13880;51400;34960;3270;33020;33000;1539
12660;47750;13880;52000;34720;3305;33640;33960;1544
13180;46500;13760;52000;35200;3330;33720;33880;1548
13200;47200;13600;52000;35720;3385;33160;33400;1544
13300;48500;13560;52000;35900;3445;32920;32980;1541
13000;48500;13520;51760;35500;3420;33200;32800;1543
12900;46500;13440;52000;35580;3395;33220;32960;1536
13000;48400;13420;52000;34980;3455;32900;32620;1530
12820;47000;12920;51860;34980;3430;32520;32360;1509
13480;46950;13020;52000;35200;3390;32100;32260;1485
13200;46650;13160;51000;34500;3410;31600;31500;1476
13000;47500;13460;51500;33040;3410;31140;30720;1472
12980;48000;13480;51500;33700;3480;30460;30500;1481
12900;48300;13380;52000;33520;3820;31220;31160;1510
12980;47900;13640;52000;33480;3765;30500;30860;1501
13000;46700;13540;52000;33040;3790;30400;31800;1498
13000;46550;13120;51980;33560;3870;30580;30820;1495
13000;47050;13500;51900;34000;3940;30820;31280;1510
12920;47450;13380;51980;34320;3850;31600;31640;1506
12920;47400;13020;51560;34700;3715;32020;32000;1486
11640;47550;13600;51980;36000;3680;31200;32180;1483
12480;46550;13260;52000;35240;3900;31500;31700;1492
12340;47250;13180;52000;35000;3930;31480;31500;1489
12500;46900;13220;53000;34700;3925;30800;31480;1487
12260;47500;13380;53000;34260;3980;31120;31720;1498
12200;45850;13380;53000;34200;4030;31300;31900;1506
12200;47250;13380;52960;33800;4150;31840;32040;1513
12200;46900;13400;52960;33560;4105;32100;32040;1512
12180;47100;13660;52700;34120;4160;32300;32400;1525
12100;46400;13760;52960;33980;4080;32160;32160;1517
12000;46750;13400;52980;33980;4015;31900;31560;1495
11800;45800;13180;53000;33200;3990;31900;31500;1485
11800;45800;13000;54980;33940;4080;31780;31720;1498
11980;46500;12840;57000;33940;4015;31280;31080;1480
11900;45050;12720;60000;33920;3900;30840;30260;1460
11940;45500;13200;62200;33320;3950;31000;30040;1463
11900;45450;13340;62000;33320;3970;31980;31480;1479
11900;45450;13180;60000;33760;3965;31280;30880;1476
11880;45150;12960;60000;33180;3925;30640;30100;1461
11880;44000;12800;62000;32940;3950;30240;30200;1452
11860;43950;12200;62900;32480;3960;30220;30240;1440
11860;44000;12380;62980;31240;3845;30240;30500;1434
11860;45000;12300;63500;31180;3685;30020;30120;1412
11880;45000;12140;65000;31000;3705;29380;29400;1395
11640;45000;12000;63800;30620;3755;29580;29420;1397
11600;45000;11740;63900;30760;3690;29800;29800;1392
11580;45000;11920;64980;30980;3750;29620;29600;1395
11500;43650;11960;64020;31000;3740;30100;30280;1392
11440;45500;12280;64100;31600;3465;30980;31000;1383
11400;43450;12560;63020;32500;3430;31000;31180;1391
11300;45650;13000;63100;33100;3440;31000;31240;1402
11280;46250;13480;62000;34120;3480;32000;32000;1423
11120;46250;13580;61000;34020;3425;32200;32260;1425
11120;46250;13200;61000;33720;3440;32100;31320;1420
10840;45400;12740;60800;34200;3240;31300;30680;1387
10700;47000;13220;61000;33500;3250;32000;31620;1402
10700;48750;13220;61500;34120;3280;33600;33300;1427
10740;50500;13420;63000;34000;3275;33940;33780;1437
10800;52300;13120;63000;33640;3190;33400;33480;1423
10800;50000;12900;64200;33040;3060;33060;33040;1389
11020;51500;12900;64200;33100;3150;33300;33220;1390
11120;51400;12860;63000;32780;3140;33320;33320;1388
11120;50000;12900;63000;32360;3020;32800;32420;1371
11380;50700;13240;63000;33500;3075;33880;33400;1394
11760;49000;12900;62000;32700;3140;33300;33200;1383
11720;50000;12940;63000;32840;3115;33180;33360;1385
12020;48550;13020;63500;32800;3110;33200;33500;1387
11940;48550;12940;63900;32520;3105;32220;32180;1379
11660;50700;13000;64200;32840;3290;33400;33200;1406
11920;50600;13440;65000;33000;3160;33400;33300;1400
11900;48750;13480;65000;32880;3220;33760;33300;1408
11800;49500;13580;65000;32700;3100;32980;32960;1390
11900;50400;13740;65980;32680;3100;32420;32100;1382
11880;50500;13740;66000;32240;3020;32580;32380;1377
12020;50300;13720;68000;32700;2980;32780;32420;1373
12060;50200;13740;70000;32400;3015;32900;32580;1374
12060;49550;13780;74600;33400;2960;32420;32600;1365
12060;50000;13780;74600;32800;2940;32160;32440;1359
12060;48750;13800;74000;31540;2875;31500;31320;1336
12100;48750;13700;69000;32600;2835;31800;31340;1336
12000;48050;14080;75800;31020;2815;31280;31300;1332
12020;47250;13700;76480;30580;2615;30420;30360;1298
12100;47500;14000;76000;29600;2665;30960;31480;1302
12100;45750;14300;75860;30400;2550;30020;30000;1302
12400;45750;14280;68300;30200;2720;30900;30800;1329
12480;45750;14000;70000;30880;2715;31200;30640;1325
12100;48200;13980;70000;30920;2645;31400;30400;1326
12200;48200;14000;74000;32000;2650;32000;31600;1333
12480;48200;14340;71000;32000;2760;32000;32400;1349
12480;50000;14500;73780;32200;2800;32700;32400;1357
12320;50300;14620;71000;33000;2890;32780;32420;1368
12300;50500;14160;74000;33220;2935;33720;32980;1378
12300;50000;14220;72000;33800;2935;33940;33100;1384
12300;50200;14380;72600;34280;2900;34000;33500;1388
12500;51100;14200;72000;34280;2910;34260;33760;1393
12380;51300;14220;70000;34700;2930;34100;33500;1393
12440;51100;13880;70000;34300;2930;34100;33500;1391
12440;51100;13920;70000;34260;2910;34080;33760;1391
12420;50500;13980;69000;34300;2895;34400;34020;1393
12400;51200;13960;69000;34100;2900;34500;34220;1399
12140;53000;14000;69500;34480;2900;34540;34140;1404
12080;52500;14120;69000;34780;2825;34300;34000;1407
12040;52500;14180;70000;34840;2835;34500;33840;1417
12000;52700;14040;69000;35600;2860;34300;33620;1425
12000;52500;13960;69000;35900;2815;34200;33280;1430
12000;52900;14000;67000;35000;2850;34220;33560;1437
12080;52600;13960;67000;35380;2915;34480;33660;1450
12000;50500;13920;70000;35640;2920;34360;33340;1447
12160;51000;13920;70000;36680;2935;34800;34200;1462
12180;50600;13900;69980;36600;2920;35760;35200;1475
12160;51400;14080;69520;36820;2950;36360;35760;1493
12140;52000;14100;70000;36400;2920;36280;35700;1489
12120;50800;13960;69500;35780;2865;36000;35100;1472
12220;49550;13900;71000;35320;2865;35840;35260;1469
12380;50100;13940;71000;35480;2840;35740;34980;1468
12360;50100;13940;69540;35120;2925;35520;34600;1474
12300;50000;13960;69500;35620;2955;35300;34480;1473
12300;50000;14000;71000;37400;2965;35500;34500;1477
12360;49650;14120;73800;37100;3055;35700;34800;1489
12320;49650;14100;73980;37020;3065;35200;34240;1483
12380;50900;14060;75000;37000;3050;35300;34300;1478
12400;50800;14100;76000;36640;3085;35600;34520;1479
12500;50900;14060;77000;36400;3060;35900;34780;1478
